Fund,Bank Name ,City ,State ,Location,Latitude,Longitude,QBFASSET
10256,Home National Bank,Blackwell,OK,"Blackwell, OK",36.8018163,-97.2861191,1059194
10254,USA Bank,Port Chester,NY,"Port Chester, NY",41.0017643,-73.6656834,73490
10257,Ideal Federal Savings Bank,Baltimore,MD,"Baltimore, MD",39.2908816,-76.610759,447239
10255,Bay National Bank,Baltimore,MD,"Baltimore, MD",39.2908816,-76.610759,441694
10252,High Desert State Bank,Albuquerque,NM,"Albuquerque, NM",35.0841034,-106.650985,3250734
10251,First National Bank,Savannah,GA,"Savannah, GA",32.0564572,-81.0951271,2453138
10253,Peninsula Bank,Englewood,FL,"Englewood, FL",26.9606125,-82.3576323996642,10797345
10250,Nevada Security Bank,Reno,NV,"Reno, NV",39.5261206,-119.8126581,5681177
10249,Washington First International Bank,Seattle,WA,"Seattle, WA",47.6038321,-122.330062,195510
10248,TierOne Bank,Lincoln,NE,"Lincoln, NE",40.8088861,-96.7077751,242871
10246,Arcola Homestead Savings Bank,Arcola,IL,"Arcola, IL",39.684755,-88.3064367,31996
10247,First National Bank,Rosedale,MS,"Rosedale, MS",33.8551004,-91.0266112,120246
10245,Sun West Bank,Las Vegas,NV,"Las Vegas, NV",36.1672559,-115.148516,100659
10244,"Granite Community Bank, NA",Granite Bay,CA,"Granite Bay, CA",38.7632346,-121.1638361,135688
10243,Bank of Florida - Tampa,Tampa,FL,"Tampa, FL",27.9477595,-82.458444,111239
10242,Bank of Florida - Southwest,Naples,FL,"Naples, FL",26.1421976,-81.7942944,61215
10241,Bank of Florida - Southeast,Fort Lauderdale,FL,"Fort Lauderdale, FL",26.1223084,-80.1433786,360662
10240,Pinehurst Bank,Saint Paul,MN,"Saint Paul, MN",44.9497487,-93.0931028,640894
10236,Midwest Bank and Trust Company,Elmwood Park,IL,"Elmwood Park, IL",41.9205931,-87.8160169,595318
10239,Southwest Community Bank,Springfield,MO,"Springfield, MO",37.1968298,-93.2946576,240513
10237,New Liberty Bank,Plymouth,MI,"Plymouth, MI",45.0065149,-93.46651,520887
10238,Satilla Community Bank,Saint Marys,GA,"Saint Marys, GA",30.593752,-82.012049,492491
10232,1st Pacific Bank of California,San Diego,CA,"San Diego, CA",32.7174202,-117.1627728,630179
10235,Towne Bank of Arizona,Mesa,AZ,"Mesa, AZ",33.4151005,-111.8314552,80343
10233,Access Bank,Champlin,MN,"Champlin, MN",45.1888539,-93.3974538,190678
10234,The Bank of Bonifay,Bonifay,FL,"Bonifay, FL",30.7918559,-85.6796533,970235
10228,Frontier Bank,Everett,WA,"Everett, WA",47.9673056,-122.201399,100649
10225,BC National Banks,Butler,MO,"Butler, MO",36.7151346,-90.4146358,203690
10227,Champion Bank,Creve Coeur,MO,"Creve Coeur, MO",38.6613007,-90.4423653,377469
10226,CF Bancorp,Port Huron,MI,"Port Huron, MI",42.9815877,-82.440466,489019
10231,Westernbank Puerto Rico,Mayaguez,PR,"Mayaguez, PR",18.2011161,-67.1391124,714574
10230,R-G Premier Bank of Puerto Rico,Hato Rey,PR,"Hato Rey, PR",18.3988812,-67.0845472,160763
10229,Eurobank,San Juan,PR,"San Juan, PR",18.465299,-66.116666,264628
10224,Wheatland Bank,Naperville,IL,"Naperville, IL",41.7728699,-88.1479278,493391
10223,Peotone Bank and Trust Company,Peotone,IL,"Peotone, IL",41.3323725,-87.7850863,2166431
10221,Lincoln Park Savings Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,337113
10222,New Century Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,498751
10220,Citizens Bank and Trust Company of Chicago,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,447185
10219,Broadway Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,81564
10218,"Amcore Bank, National Association",Rockford,IL,"Rockford, IL",42.2713945,-89.093966,248151
10212,City Bank,Lynnwood,WA,"Lynnwood, WA",47.8278656,-122.3053932,168820
10217,Tamalpais Bank,San Rafael,CA,"San Rafael, CA",37.9735346,-122.5310874,288776
10214,Innovative Bank,Oakland,CA,"Oakland, CA",37.8044557,-122.271356,148575
10211,Butler Bank,Lowell,MA,"Lowell, MA",42.6414437,-71.3085329,402205
10216,Riverside National Bank of Florida,Fort Pierce,FL,"Fort Pierce, FL",27.4467056,-80.3256056,92980
10210,AmericanFirst Bank,Clermont,FL,"Clermont, FL",28.5494447,-81.7728543,989382
10213,First Federal Bank of North Florida,Palatka,FL,"Palatka, FL",29.6487882,-81.6372111,87782
10215,Lakeside Community Bank,Sterling Heights,MI,"Sterling Heights, MI",42.5803122,-83.0302033,1583611
10209,Beach First National Bank,Myrtle Beach,SC,"Myrtle Beach, SC",33.6956461,-78.8900409,73922
10205,Desert Hills Bank,Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,29259
10208,Unity National Bank,Cartersville,GA,"Cartersville, GA",34.1652304,-84.7997613,538258
10206,Key West Bank,Key West,FL,"Key West, FL",24.5625566,-81.7724368,48000
10207,McIntosh Commercial Bank,Carrollton,GA,"Carrollton, GA",33.5801103,-85.0766113,98635
10203,State Bank of Aurora,Aurora,MN,"Aurora, MN",47.5298533,-92.2367644,654714
10204,First Lowndes Bank,Fort Deposit,AL,"Fort Deposit, AL",31.9845929,-86.5785856,203955
10202,Bank of Hiawassee,Hiawassee,GA,"Hiawassee, GA",34.947959,-83.7569922,143729
10199,Appalachian Community Bank,Ellijay,GA,"Ellijay, GA",34.6950278,-84.4827394,112144
10200,Advanta Bank Corp.,Draper,UT,"Draper, UT",40.5247777,-111.8627989,106595
10198,Century Security Bank,Duluth,GA,"Duluth, GA",34.0028569,-84.1441046,112643
10201,American National Bank,Parma,OH,"Parma, OH",41.3822398,-81.7355692,244376
10196,Statewide Bank,Covington,LA,"Covington, LA",31.196549,-86.4597236,191764
10197,Old Southern Bank,Orlando,FL,"Orlando, FL",28.5421109,-81.3790304,136446
10195,The Park Avenue Bank,New York,NY,"New York, NY",40.7127281,-74.0060152,211149
10194,LibertyPointe Bank,New York,NY,"New York, NY",40.7127281,-74.0060152,99461
10193,Centennial Bank,Ogden,UT,"Ogden, UT",41.2230048,-111.9738429,204925
10190,Waterfield Bank,Germantown,MD,"Germantown, MD",39.17130815,-77.26557848822242,340986
10191,Bank of Illinois,Normal,IL,"Normal, IL",40.5092961,-88.9843937,44546
10192,Sun American Bank,Boca Raton,FL,"Boca Raton, FL",26.3586885,-80.0830984,240949
10189,Rainier Pacific Bank,Tacoma,WA,"Tacoma, WA",47.2455013,-122.438329,764090
10188,Carson River Community Bank,Carson City,NV,"Carson City, NV",39.1698022,-119.7575628,153172
10185,"La Jolla Bank, FSB",La Jolla,CA,"La Jolla, CA",32.8401623,-117.2740777,238205
10184,George Washington Savings Bank,Orland Park,IL,"Orland Park, IL",41.630663,-87.8536288,83828
10186,The La Coste National Bank,La Coste,TX,"La Coste, TX",29.3102726,-98.8129169,390524
10187,Marco Community Bank,Marco Island,FL,"Marco Island, FL",25.9363356,-81.7156832,125531
10183,1st American State Bank of Minnesota,Hancock,MN,"Hancock, MN",45.497461,-95.796714,387681
10178,American Marine Bank,Bainbridge Island,WA,"Bainbridge Island, WA",47.6475683,-122.54602915532405,214275
10177,First Regional Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,120833
10180,Community Bank and Trust,Cornelia,GA,"Cornelia, GA",34.5114883,-83.5271166,123774
10182,"Marshall Bank, N.A.",Hallock,MN,"Hallock, MN",48.7744263,-96.946447,163074
10181,Florida Community Bank,Immokalee,FL,"Immokalee, FL",26.42016,-81.42224084651733,135064
10179,First National Bank of Georgia,Carrollton,GA,"Carrollton, GA",33.5801103,-85.0766113,228328
10176,Columbia River Bank,The Dalles,OR,"The Dalles, OR",45.6015056,-121.1841587,757574
10172,Evergreen Bank,Seattle,WA,"Seattle, WA",47.6038321,-122.330062,314019
10175,Charter Bank,Santa Fe,NM,"Santa Fe, NM",35.6876096,-105.938456,103055
10174,Bank of Leeton,Leeton,MO,"Leeton, MO",38.5830717,-93.694658,451683
10173,Premier American Bank,Miami,FL,"Miami, FL",25.7741728,-80.19362,66282
10171,Barnes Banking Company,Kaysville,UT,"Kaysville, UT",41.0349847,-111.9383931,291196
10169,St. Stephen State Bank,St. Stephen,MN,"St. Stephen, MN",45.702743,-94.2744404,142729
10170,Town Community Bank & Trust,Antioch,IL,"Antioch, IL",42.4767131,-88.0950691,741855
10168,Horizon Bank,Bellingham,WA,"Bellingham, WA",48.7544012,-122.478836,730981
10167,"First Federal Bank of California, F.S.B.",Santa Monica,CA,"Santa Monica, CA",34.0194704,-118.491227,173478
10161,Imperial Capital Bank,La Jolla,CA,"La Jolla, CA",32.8401623,-117.2740777,339929
10166,Independent Bankers' Bank,Springfield,IL,"Springfield, IL",39.7990175,-89.6439575,98624
10163,New South Federal Savings Bank,Irondale,AL,"Irondale, AL",33.5381601,-86.7072102,103716
10162,Citizens State Bank,New Baltimore,MI,"New Baltimore, MI",42.6811436,-82.7368616,665806
10165,Peoples First Community Bank,Panama City,FL,"Panama City, FL",30.1600827,-85.6545729,62518
10164,RockBridge Commercial Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,180340
10160,SolutionsBank,Overland Park,KS,"Overland Park, KS",38.9742502,-94.6851702,225035
10159,"Valley Capital Bank, N.A.",Mesa,AZ,"Mesa, AZ",33.4151005,-111.8314552,73066
10158,"Republic Federal Bank, N.A.",Miami,FL,"Miami, FL",25.7741728,-80.19362,177715
10156,Greater Atlantic Bank,Reston,VA,"Reston, VA",38.955696,-77.34188283719988,954106
10154,Benchmark Bank,Aurora,IL,"Aurora, IL",41.7571701,-88.3147539,41252
10155,AmTrust Bank,Cleveland,OH,"Cleveland, OH",41.4996574,-81.6936772,110723
10153,The Tattnall Bank,Reidsville,GA,"Reidsville, GA",32.0868611,-82.1178978,141016
10157,First Security National Bank,Norcross,GA,"Norcross, GA",33.9412127,-84.2135309,102338
10152,The Buckhead Community Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,150751
10151,Commerce Bank of Southwest Florida,Fort Myers,FL,"Fort Myers, FL",26.640628,-81.8723084,288765
10150,Pacific Coast National Bank,San Clemente,CA,"San Clemente, CA",33.4270275,-117.6124179,239916
10149,Orion Bank,Naples,FL,"Naples, FL",26.1421976,-81.7942944,419723
10148,"Century Bank, F.S.B.",Sarasota,FL,"Sarasota, FL",27.3365805,-82.5308545,351492
10147,United Commercial Bank,San Francisco,CA,"San Francisco, CA",37.7790262,-122.419906,195034
10146,Gateway Bank of St. Louis,St. Louis,MO,"St. Louis, MO",38.6280278,-90.1910154,198993
10143,Prosperan Bank,Oakdale,MN,"Oakdale, MN",44.985624,-92.9645794,191852
10144,Home Federal Savings Bank,Detroit,MI,"Detroit, MI",42.3315509,-83.0466403,184750
10145,United Security Bank,Sparta,GA,"Sparta, GA",33.2757006,-82.9762589,165291
10138,North Houston Bank,Houston,TX,"Houston, TX",29.7589382,-95.3676974,209048
10142,Madisonville State Bank,Madisonville,TX,"Madisonville, TX",30.9498688,-95.9127773,34800
10141,Citizens National Bank,Teague,TX,"Teague, TX",31.6271145,-96.2838621,106075
10140,Park National Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,198081
10139,Pacific National Bank,San Francisco,CA,"San Francisco, CA",37.7790262,-122.419906,62383
10134,California National Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,91580
10135,San Diego National Bank,San Diego,CA,"San Diego, CA",32.7174202,-117.1627728,383132
10137,Community Bank of Lemont,Lemont,IL,"Lemont, IL",41.6737149,-88.0016263,125976
10136,"Bank USA, N.A.",Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,516760
10128,First DuPage Bank,Westmont,IL,"Westmont, IL",41.7950525,-87.9751964,71485
10133,Riverview Community Bank,Otsego,MN,"Otsego, MN",45.2812733,-93.614857,397082
10132,Bank of Elmwood,Racine,WI,"Racine, WI",42.7260523,-87.7825242,105029
10129,Flagship National Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,1009154
10131,Hillcrest Bank Florida,Naples,FL,"Naples, FL",26.1421976,-81.7942944,278860
10127,American United Bank,Lawrenceville,GA,"Lawrenceville, GA",33.9566391,-83.9890066,143678
10130,Partners Bank,Naples,FL,"Naples, FL",26.1421976,-81.7942944,71202
10126,San Joaquin Bank,Bakersfield,CA,"Bakersfield, CA",35.3738712,-119.0194639,268703
10123,Southern Colorado National Bank,Pueblo,CO,"Pueblo, CO",38.2544472,-104.609141,95725
10124,Jennings State Bank,Spring Grove,MN,"Spring Grove, MN",43.5610145,-91.6359516,818237
10125,Warren Bank,Warren,MI,"Warren, MI",38.7535106,-91.1453948,163019
10122,Georgian Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,44448
10121,"Irwin Union Bank, F.S.B.",Louisville,KY,"Louisville, KY",38.2542376,-85.759407,43077
10120,Irwin Union Bank and Trust Company,Columbus,IN,"Columbus, IN",39.2014405,-85.9213796,163859
10119,Venture Bank,Lacey,WA,"Lacey, WA",47.0263876,-122.8072257,169489
10118,Brickwell Community Bank,Woodbury,MN,"Woodbury, MN",44.919896,-92.9339449,150962
10117,"Corus Bank, N.A.",Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,153208
10114,First State Bank,Flagstaff,AZ,"Flagstaff, AZ",35.1816047,-111.6165953319917,22341
10115,Platinum Community Bank,Rolling Meadows,IL,"Rolling Meadows, IL",42.0841936,-88.0131275,96002
10116,Vantus Bank,Sioux City,IA,"Sioux City, IA",42.4966815,-96.4058782,209021
10113,InBank,Oak Forest,IL,"Oak Forest, IL",41.6028116,-87.7439384,78771
10112,First Bank of Kansas City,Kansas City,MO,"Kansas City, MO",39.100105,-94.5781416,116890
10110,Affinity Bank,Ventura,CA,"Ventura, CA",34.4458248,-119.0779359,206672
10111,Mainstreet Bank,Forest Lake,MN,"Forest Lake, MN",45.279106,-92.9851629,215867
10109,Bradford Bank,Baltimore,MD,"Baltimore, MD",39.2908816,-76.610759,328422
10105,Guaranty Bank,Austin,TX,"Austin, TX",30.2711286,-97.7436995,186113
10106,CapitalSouth Bank,Birmingham,AL,"Birmingham, AL",33.5206824,-86.8024326,139391
10108,First Coweta Bank,Newnan,GA,"Newnan, GA",33.3806716,-84.7996573,225477
10107,ebank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,124561
10100,Community Bank of Nevada,Las Vegas,NV,"Las Vegas, NV",36.1672559,-115.148516,42816
10101,Community Bank of Arizona,Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,91935
10102,"Union Bank, National Association",Gilbert,AZ,"Gilbert, AZ",33.3527632,-111.789037,49626
10103,Colonial Bank,Montgomery,AL,"Montgomery, AL",32.3669656,-86.3006485,58422
10104,Dwelling House Savings and Loan Association,Pittsburgh,PA,"Pittsburgh, PA",40.4416941,-79.9900861,258840
10092,Community First Bank,Prineville,OR,"Prineville, OR",44.2998261,-120.834972,103960
10099,Community National Bank of Sarasota County,Venice,FL,"Venice, FL",27.0999188,-82.4543597,37471
10098,First State Bank,Sarasota,FL,"Sarasota, FL",27.3365805,-82.5308545,317288
10094,Mutual Bank,Harvey,IL,"Harvey, IL",41.6100344,-87.6467132,109642
10097,First BankAmericano,Elizabeth,NJ,"Elizabeth, NJ",40.6639916,-74.2107006,60793
10096,Peoples Community Bank,West Chester,OH,"West Chester, OH",39.3303357,-84.408275,21880
10095,Integrity Bank,Jupiter,FL,"Jupiter, FL",26.9342246,-80.0942087,31550
10093,First State Bank of Altus,Altus,OK,"Altus, OK",34.6381255,-99.3339754,134024
10088,Security Bank of Jones County,Gray,GA,"Gray, GA",33.0095802,-83.5337816,20152
10087,Security Bank of Houston County,Perry,GA,"Perry, GA",32.4586695,-83.7319658,247315
10085,Security Bank of Bibb County,Macon,GA,"Macon, GA",32.8406946,-83.6324022,43564
10090,Security Bank of North Metro,Woodstock,GA,"Woodstock, GA",34.1014112,-84.5192192,386908
10089,Security Bank of North Fulton,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,202179
10086,Security Bank of Gwinnett County,Suwanee,GA,"Suwanee, GA",34.0514898,-84.0712997,26368
10091,Waterford Village Bank,Williamsville,NY,"Williamsville, NY",42.9637836,-78.7377258,24724
10082,Temecula Valley Bank,Temecula,CA,"Temecula, CA",33.4946353,-117.1473661,317172
10083,Vineyard Bank,Rancho Cucamonga,CA,"Rancho Cucamonga, CA",34.1033192,-117.5751735,153361
10081,BankFirst,Sioux Falls,SD,"Sioux Falls, SD",43.5488256,-96.7307737,63453
10084,First Piedmont Bank,Winder,GA,"Winder, GA",33.9919085,-83.7184368,49498
10080,Bank of Wyoming,Thermopolis,WY,"Thermopolis, WY",43.646067,-108.212043,66309
10074,Founders Bank,Worth,IL,"Worth, IL",41.6899779,-87.7974139,456442
10079,Millennium State Bank of Texas,Dallas,TX,"Dallas, TX",32.7762719,-96.7968559,81843
10078,First National Bank of Danville,Danville,IL,"Danville, IL",40.125222,-87.6304614,22816
10073,The Elizabeth State Bank,Elizabeth,IL,"Elizabeth, IL",42.3177911,-90.221517,173946
10075,Rock River Bank,Oregon,IL,"Oregon, IL",42.0147513,-89.3323279,18794
10077,First State Bank of Winchester,Winchester,IL,"Winchester, IL",39.629639,-90.4561955,54727
10076,John Warner Bank,Clinton,IL,"Clinton, IL",38.5896187,-89.420064,272311
10072,Mirae Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,5898515
10071,MetroPacific Bank,Irvine,CA,"Irvine, CA",33.6856969,-117.8259819,90034
10070,Horizon Bank,Pine City,MN,"Pine City, MN",45.8260672,-92.9685423,286102
10069,Neighborhood Community Bank,Newnan,GA,"Newnan, GA",33.3806716,-84.7996573,67115
10068,Community Bank of West Georgia,Villa Rica,GA,"Villa Rica, GA",33.732052,-84.9191081,18998
10066,First National Bank of Anthony,Anthony,KS,"Anthony, KS",37.1533554,-98.0311728,103307
10065,Cooperative Bank,Wilmington,NC,"Wilmington, NC",34.2257282,-77.9447107,21426
10067,Southern Community Bank,Fayetteville,GA,"Fayetteville, GA",33.4487257,-84.4549262,124223
10064,Bank of Lincolnwood,Lincolnwood,IL,"Lincolnwood, IL",42.0055985,-87.735572,297809
10063,Citizens National Bank,Macomb,IL,"Macomb, IL",40.4588934,-90.6713939,68208
10062,Strategic Capital Bank,Champaign,IL,"Champaign, IL",40.1164841,-88.2430932,3325870
10061,"BankUnited, FSB",Coral Gables,FL,"Coral Gables, FL",25.72149,-80.2683838,33012
10060,Westsound Bank,Bremerton,WA,"Bremerton, WA",47.5653663,-122.6246836,36738
10057,America West Bank,Layton,UT,"Layton, UT",41.0751048,-111.9741925,28163
10058,Citizens Community Bank,Ridgewood,NJ,"Ridgewood, NJ",40.9796683,-74.1194403,100879
10059,"Silverton Bank, NA",Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,151808
10055,First Bank of Idaho,Ketchum,ID,"Ketchum, ID",43.680741,-114.363662,136566
10054,First Bank of Beverly Hills,Calabasas,CA,"Calabasas, CA",34.1446643,-118.644097,65733
10056,Michigan Heritage Bank,Farmington Hills,MI,"Farmington Hills, MI",42.4853125,-83.3771553,7923
10053,American Southern Bank,Kennesaw,GA,"Kennesaw, GA",34.0234337,-84.6154897,90397
10051,Great Basin Bank of Nevada,Elko,NV,"Elko, NV",41.1958128,-115.3272864,9075
10052,American Sterling Bank,Sugar Creek,MO,"Sugar Creek, MO",39.1399165,-94.40303431420517,29792
10050,New Frontier Bank,Greeley,CO,"Greeley, CO",40.4233142,-104.7091322,1409496
10049,Cape Fear Bank,Wilmington,NC,"Wilmington, NC",34.2257282,-77.9447107,700180
10048,Omni National Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,37207
10046,"TeamBank, NA",Paola,KS,"Paola, KS",38.5723318,-94.8786484,34536
10045,Colorado National Bank,Colorado Springs,CO,"Colorado Springs, CO",38.8339578,-104.825348,71280
10047,FirstCity Bank,Stockbridge,GA,"Stockbridge, GA",33.5442781,-84.2338093,52824
10044,Freedom Bank of Georgia,Commerce,GA,"Commerce, GA",34.203997,-83.4571058,1895545
10043,Security Savings Bank,Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,52916
10042,Heritage Community Bank,Glenwood,IL,"Glenwood, IL",41.5424867,-87.6022765,3411145
10041,Silver Falls Bank,Silverton,OR,"Silverton, OR",45.0049305,-122.7832947,255376
10040,Pinnacle Bank of Oregon,Beaverton,OR,"Beaverton, OR",45.4871723,-122.80378,1207007000
10037,Corn Belt Bank & Trust Co.,Pittsfield,IL,"Pittsfield, IL",39.6078254,-90.805129,77737957
10038,Riverside Bank of the Gulf Coast,Cape Coral,FL,"Cape Coral, FL",26.6059432,-81.9806771,374903
10039,Sherman County Bank,Loup City,NE,"Loup City, NE",41.2747492,-98.9672755,1471631047
10034,County Bank,Merced,CA,"Merced, CA",37.1641544,-120.7678602,419741
10035,Alliance Bank,Culver City,CA,"Culver City, CA",34.0211224,-118.396466,21502223
10036,FirstBank Financial Services,McDonough,GA,"McDonough, GA",33.4473361,-84.1468616,159637136
10032,Ocala National Bank,Ocala,FL,"Ocala, FL",29.1871986,-82.1400923,11526309
10033,Suburban FSB,Crofton,MD,"Crofton, MD",39.01595465,-76.68420565430054,35410586
10031,MagnetBank,Salt Lake City,UT,"Salt Lake City, UT",40.7596198,-111.886797,219424
10030,1st Centennial Bank,Redlands,CA,"Redlands, CA",34.0550328,-117.1827445,669830
10029,Bank of Clark County,Vancouver,WA,"Vancouver, WA",45.6306954,-122.6744557,123508
10028,National Bank of Commerce,Berkeley,IL,"Berkeley, IL",41.8889194,-87.9033956,979585
10026,Sanderson State Bank,Sanderson,TX,"Sanderson, TX",30.1424077,-102.394024,4157246
10027,Haven Trust Bank,Duluth,GA,"Duluth, GA",34.0028569,-84.1441046,438560
10025,First Georgia Community Bank,Jackson,GA,"Jackson, GA",34.1282559,-83.5753386,156954
10024,PFF Bank & Trust,Pomona,CA,"Pomona, CA",34.0553813,-117.7517496,148218
10023,Downey Savings & Loan,Newport Beach,CA,"Newport Beach, CA",33.6170092,-117.9294401,1638378
10022,Community Bank,Loganville,GA,"Loganville, GA",33.8389977,-83.9007382,92528
10020,Security Pacific Bank,Los Angeles,CA,"Los Angeles, CA",34.0536909,-118.242766,119529
10021,"Franklin Bank, SSB",Houston,TX,"Houston, TX",29.7589382,-95.3676974,7003321
10019,Freedom Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,37142
10018,Alpha Bank & Trust,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,177563
10017,Meridian Bank,Eldred,IL,"Eldred, IL",39.2875475,-90.5523438,4680881
10016,Main Street Bank,Northville,MI,"Northville, MI",42.4310806,-83.4832262,3594544
10015,Washington Mutual Bank (Including its subsidiary Washington Mutual Bank FSB),Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,118236
10014,Ameribank,Northfork,WV,"Northfork, WV",37.420948,-81.4401034,2319263
10013,Silver State Bank,Henderson,NV,"Henderson, NV",36.0301134,-114.9826194,213205
10012,Integrity Bank,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,7781100
10011,Columbian Bank & Trust,Topeka,KS,"Topeka, KS",39.049011,-95.677556,131418
10010,First Priority Bank,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194,127455
10009,"First Heritage Bank, NA",Newport Beach,CA,"Newport Beach, CA",33.6170092,-117.9294401,433011
10008,First National Bank of Nevada,Reno,NV,"Reno, NV",39.5261206,-119.8126581,40270
10007,IndyMac Bank,Pasadena,CA,"Pasadena, CA",34.1476452,-118.1444779,58566
10006,"First Integrity Bank, NA",Staples,MN,"Staples, MN",46.3550001,-94.7933333,840633
10005,"ANB Financial, NA",Bentonville,AR,"Bentonville, AR",36.3728538,-94.2088172,53936
10004,Hume Bank,Hume,MO,"Hume, MO",38.0900314,-94.5838444,70318
10003,Douglass National Bank,Kansas City,MO,"Kansas City, MO",39.100105,-94.5781416,300590
10002,Miami Valley Bank,Lakeview,OH,"Lakeview, OH",40.4847717,-83.9229952,590024
10001,NetBank,Alpharetta,GA,"Alpharetta, GA",34.0709576,-84.2747329,3393818
10000,Metropolitan Savings Bank,Pittsburgh,PA,"Pittsburgh, PA",40.4416941,-79.9900861,3066240
4665,Bank of Ephraim,Ephraim,UT,"Ephraim, UT",39.3596842,-111.586305,52204
4664,Reliance Bank,White Plains,NY,"White Plains, NY",41.0339862,-73.7629097,102913
4663,Guaranty National Bank of Tallahassee,Tallahassee,FL,"Tallahassee, FL",30.4380832,-84.2809332,60449
6006,Dollar Savings Bank,Newark,NJ,"Newark, NJ",40.735657,-74.1723667,252520
4662,Pulaski Savings Bank,Philadelphia,PA,"Philadelphia, PA",39.9527237,-75.1635262,585445
4661,First National Bank of Blanchardville,Blanchardville,WI,"Blanchardville, WI",42.81032,-89.8622149,217743
4660,Southern Pacific Bank,Torrance,CA,"Torrance, CA",33.8358492,-118.3406288,619374
4659,Farmers Bank of Cheneyville,Cheneyville,LA,"Cheneyville, LA",31.0149128,-92.2873521,130411
4658,Bank of Alamo,Alamo,TN,"Alamo, TN",35.7847949,-89.1172883,67918
4657,AmTrade International Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,156218
6005,Universal Federal Savings Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,126622
4656,Connecticut Bank of Commerce,Stamford,CT,"Stamford, CT",41.0469042,-73.5420246,143451
4655,New Century Bank,Shelby Township,MI,"Shelby Township, MI",43.5974492,-86.33795121652116,448150
4654,Net 1st National Bank,Boca Raton,FL,"Boca Raton, FL",26.3586885,-80.0830984,31569
4653,"NextBank, NA",Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,242339
4652,Oakwood Deposit Bank Co.,Oakwood,OH,"Oakwood, OH",41.365333,-81.507896,210859
4651,Bank of Sierra Blanca,Sierra Blanca,TX,"Sierra Blanca, TX",31.1778312,-105.357627,90183
4650,"Hamilton Bank, NA",Miami,FL,"Miami, FL",25.7741728,-80.19362,186677
4649,Sinclair National Bank,Gravette,AR,"Gravette, AR",36.4208054,-94.4526535,21454
6004,"Superior Bank, FSB",Hinsdale,IL,"Hinsdale, IL",41.8024604,-87.9299841,342079
4648,Malta National Bank,Malta,OH,"Malta, OH",39.6492377,-81.8620804,1994430
4647,First Alliance Bank & Trust Co.,Manchester,NH,"Manchester, NH",42.9956397,-71.4547891,232648
4646,National State Bank of Metropolis,Metropolis,IL,"Metropolis, IL",37.1511655,-88.7319979,538091
4645,Bank of Honolulu,Honolulu,HI,"Honolulu, HI",21.304547,-157.855676,164599
