fund,bank_name,city,state,location,latitude,longitude,faildate,qbfasset
10508,"Frontier Bank, FSB D/B/A El Paseo Bank",Palm Desert,CA,"Palm Desert, CA",33.7288179,-116.382571,11/7/2014,80736
10507,The National Republic Bank of Chicago,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,10/24/2014,843118
10506,NBRS Financial,Rising Sun,MD,"Rising Sun, MD",39.6980597,-76.0628964,10/17/2014,155353
10505,"GreenChoice Bank, fsb",Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,7/25/2014,70286
10504,Eastside Commercial Bank,Conyers,GA,"Conyers, GA",33.6676103,-84.0176904,7/18/2014,173946
10503,The Freedom State Bank,Freedom,OK,"Freedom, OK",36.7692966,-99.1133631,6/27/2014,22816
10501,Valley Bank,Fort Lauderdale,FL,"Fort Lauderdale, FL",26.1223084,-80.1433786,6/20/2014,81843
10502,Valley Bank,Moline,IL,"Moline, IL",41.5058344,-90.5136642,6/20/2014,456442
10500,Slavie Federal Savings Bank,Bel Air,MD,"Bel Air, MD",39.5355063,-76.3490396,5/30/2014,140063
10499,Columbia Savings Bank,Cincinnati,OH,"Cincinnati, OH",39.1014537,-84.5124602,5/23/2014,36484
10498,AztecAmerica Bank,Berwyn,IL,"Berwyn, IL",41.8505874,-87.7936685,5/16/2014,66309
10497,Allendale County Bank,Fairfax,SC,"Fairfax, SC",32.9585379,-81.2372124,4/25/2014,49498
10496,Vantage Point Bank,Horsham,PA,"Horsham, PA",40.1842455,-75.13905239078957,2/28/2014,63453
10495,"Millennium Bank, National Association",Sterling,VA,"Sterling, VA",39.00380985,-77.40832792370676,2/28/2014,130305
10494,Syringa Bank,Boise,ID,"Boise, ID",43.6166163,-116.200886,1/31/2014,153361
10493,The Bank of Union,El Reno,OK,"El Reno, OK",35.532198,-97.9550578,1/24/2014,317172
10492,DuPage National Bank,West Chicago,IL,"West Chicago, IL",41.8847507,-88.2039607,1/17/2014,53524
10491,"Texas Community Bank, National Association",The Woodlands,TX,"The Woodlands, TX",30.1734194,-95.504686,12/13/2013,159257
10490,Bank of Jackson County,Graceville,FL,"Graceville, FL",30.96015375,-85.51052263287673,10/30/2013,24724
10488,First National Bank also operating as The National Bank of El Paso,Edinburg,TX,"Edinburg, TX",26.3013982,-98.1624501,9/13/2013,3085764
10489,The Community's Bank,Bridgeport,CT,"Bridgeport, CT",41.1779095,-73.1867391,9/13/2013,26368
10487,Sunrise Bank of Arizona,Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,8/23/2013,202179
10486,Community South Bank,Parsons,TN,"Parsons, TN",35.649791,-88.1267025,8/23/2013,386908
10485,Bank of Wausau,Wausau,WI,"Wausau, WI",44.9596017,-89.6298239,8/9/2013,43564
10484,First Community Bank of Southwest Florida (also operating as Community Bank of Cape Coral),Fort Myers,FL,"Fort Myers, FL",26.640628,-81.8723084,8/2/2013,247315
10483,Mountain National Bank,Sevierville,TN,"Sevierville, TN",35.8681455,-83.561835,6/7/2013,437282
10482,1st Commerce Bank,North Las Vegas,NV,"North Las Vegas, NV",36.2005843,-115.121584,6/6/2013,20152
10478,Banks of Wisconsin d/b/a Bank of Kenosha,Kenosha,WI,"Kenosha, WI",42.5846773,-87.8212263,5/31/2013,134024
10479,Central Arizona Bank,Scottsdale,AZ,"Scottsdale, AZ",33.4942189,-111.9260184,5/14/2013,31550
10481,Sunrise Bank,Valdosta,GA,"Valdosta, GA",30.8327022,-83.2784851,5/10/2013,60793
10480,Pisgah Community Bank,Asheville,NC,"Asheville, NC",35.6009498,-82.5540161,5/10/2013,21880
10476,Douglas County Bank,Douglasville,GA,"Douglasville, GA",33.7514966,-84.7477136,4/26/2013,317288
10477,Parkway Bank,Lenoir,NC,"Lenoir, NC",35.2590371,-77.6484879,4/26/2013,109642
10473,Chipola Community Bank,Marianna,FL,"Marianna, FL",30.7743596,-85.2268735,4/19/2013,37471
10475,Heritage Bank of North Florida,Orange Park,FL,"Orange Park, FL",30.1654707,-81.7016346,4/19/2013,103960
10474,First Federal Bank,Lexington,KY,"Lexington, KY",38.0464066,-84.4970393,4/19/2013,92982
10472,Gold Canyon Bank,Gold Canyon,AZ,"Gold Canyon, AZ",33.3710715,-111.42618498017517,4/5/2013,42125
10471,Frontier Bank,LaGrange,GA,"LaGrange, GA",33.039291,-85.0313269,3/8/2013,258840
10470,Covenant Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,2/15/2013,58422
10469,1st Regents Bank,Andover,MN,"Andover, MN",45.2332985,-93.2913405,1/18/2013,49626
10468,Westside Community Bank,University Place,WA,"University Place, WA",47.2368034,-122.552067,1/11/2013,91935
10467,Community Bank of the Ozarks,Sunrise Beach,MO,"Sunrise Beach, MO",38.1758645,-92.7843553,12/14/2012,42816
10466,Hometown Community Bank,Braselton,GA,"Braselton, GA",34.1092735,-83.7626729,11/16/2012,124561
10464,Citizens First National Bank,Princeton,IL,"Princeton, IL",41.368092,-89.4648145,11/2/2012,923959
10465,Heritage Bank of Florida,Lutz,FL,"Lutz, FL",28.1300994,-82.45918424070945,11/2/2012,225477
10463,NOVA Bank,Berwyn,PA,"Berwyn, PA",40.0448306,-75.4388053,10/26/2012,444710
10460,Excel Bank,Sedalia,MO,"Sedalia, MO",38.7098314,-93.2295515,10/19/2012,186113
10461,First East Side Savings Bank,Tamarac,FL,"Tamarac, FL",26.2128609,-80.2497707,10/19/2012,65686
10462,GulfSouth Private Bank,Destin,FL,"Destin, FL",30.3935337,-86.4957834,10/19/2012,139391
10459,First United Bank,Crete,IL,"Crete, IL",41.4445334,-87.6313829,9/28/2012,328422
10458,Truman Bank,St. Louis,MO,"St. Louis, MO",38.6280278,-90.1910154,9/14/2012,282338
10457,First Commercial Bank,Bloomington,MN,"Bloomington, MN",44.8322405,-93.3204872,9/7/2012,215867
10456,Waukegan Savings Bank,Waukegan,IL,"Waukegan, IL",42.3636331,-87.8447938,8/3/2012,83679
10455,Jasper Banking Company,Jasper,GA,"Jasper, GA",33.3254635,-83.6868559,7/27/2012,206672
10453,Second Federal Savings and Loan Association of Chicago,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,7/20/2012,190891
10452,Heartland Bank,Leawood,KS,"Leawood, KS",38.966673,-94.6169012,7/20/2012,96002
10450,First Cherokee State Bank,Woodstock,GA,"Woodstock, GA",34.1014112,-84.5192192,7/20/2012,209021
10451,Georgia Trust Bank,Buford,GA,"Buford, GA",34.1206564,-84.0043513,7/20/2012,116890
10454,The Royal Palm Bank of Florida,Naples,FL,"Naples, FL",26.1421976,-81.7942944,7/20/2012,78771
10449,Glasgow Savings Bank,Glasgow,MO,"Glasgow, MO",39.2255213,-92.8435384,7/13/2012,22341
10448,Montgomery Bank & Trust,Ailey,GA,"Ailey, GA",32.1874042,-82.5656886,7/6/2012,153208
10447,The Farmers Bank of Lynchburg,Lynchburg,TN,"Lynchburg, TN",35.2831727,-86.3739827,6/15/2012,163859
10446,Security Exchange Bank,Marietta,GA,"Marietta, GA",33.9528472,-84.5496148,6/15/2012,150962
10445,Putnam State Bank,Palatka,FL,"Palatka, FL",29.6487882,-81.6372111,6/15/2012,169489
10444,Waccamaw Bank,Whiteville,NC,"Whiteville, NC",34.3387802,-78.7030721,6/8/2012,533114
10442,Farmers' and Traders' State Bank,Shabbona,IL,"Shabbona, IL",41.7680851,-88.8770311,6/8/2012,43077
10441,Carolina Federal Savings Bank,Charleston,SC,"Charleston, SC",32.7884363,-79.9399309,6/8/2012,54373
10443,First Capital Bank,Kingfisher,OK,"Kingfisher, OK",35.9471931,-97.9641244,6/8/2012,44448
10440,"Alabama Trust Bank, National Association",Sylacauga,AL,"Sylacauga, AL",33.1731716,-86.2516406,5/18/2012,51553
10439,"Security Bank, National Association",North Lauderdale,FL,"North Lauderdale, FL",26.217305,-80.2258811,5/4/2012,101026
10437,Palm Desert National Bank,Palm Desert,CA,"Palm Desert, CA",33.7288179,-116.382571,4/27/2012,129253
10438,Plantation Federal Bank,Pawleys Island,SC,"Pawleys Island, SC",33.4293486,-79.1215912,4/27/2012,433512
10436,"Inter Savings Bank, fsb D/B/A InterBank, fsb",Maple Grove,MN,"Maple Grove, MN",45.0984983,-93.4419222,4/27/2012,463840
10435,HarVest Bank of Maryland,Gaithersburg,MD,"Gaithersburg, MD",39.1399187,-77.1929215,4/27/2012,163019
10434,Bank of the Eastern Shore,Cambridge,MD,"Cambridge, MD",38.5714624,-76.0763177,4/27/2012,162460
10433,"Fort Lee Federal Savings Bank, FSB",Fort Lee,NJ,"Fort Lee, NJ",40.8509333,-73.9701382,4/20/2012,48861
10432,Fidelity Bank,Dearborn,MI,"Dearborn, MI",42.3222599,-83.1763145,3/30/2012,818237
10431,Premier Bank,Wilmette,IL,"Wilmette, IL",42.0757315,-87.7193768,3/23/2012,268703
10430,Covenant Bank & Trust,Rock Spring,GA,"Rock Spring, GA",34.8242442,-85.2427323,3/23/2012,95725
10429,New City Bank,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,3/9/2012,71202
10428,Global Commerce Bank,Doraville,GA,"Doraville, GA",33.8981579,-84.2832564,3/2/2012,143678
10427,Home Savings of America,Little Falls,MN,"Little Falls, MN",45.9763545,-94.3625024,2/24/2012,434111
10426,Central Bank of Georgia,Ellaville,GA,"Ellaville, GA",32.2382139,-84.3090798,2/24/2012,278860
10425,SCB Bank,Shelbyville,IN,"Shelbyville, IN",39.5214373,-85.7769238,2/10/2012,182561
10424,Charter National Bank and Trust,Hoffman Estates,IL,"Hoffman Estates, IL",42.0427256,-88.0792782,2/10/2012,93894
10420,BankEast,Knoxville,TN,"Knoxville, TN",35.9603948,-83.9210261,1/27/2012,261947
10422,Patriot Bank Minnesota,Forest Lake,MN,"Forest Lake, MN",45.279106,-92.9851629,1/27/2012,105029
10423,Tennessee Commerce Bank,Franklin,TN,"Franklin, TN",35.925206,-86.8689419,1/27/2012,1009154
10421,First Guaranty Bank and Trust Company of Jacksonville,Jacksonville,FL,"Jacksonville, FL",30.3321838,-81.655651,1/27/2012,397082
10417,American Eagle Savings Bank,Boothwyn,PA,"Boothwyn, PA",39.835907000000006,-75.4488451464276,1/20/2012,19259
10419,The First State Bank,Stockbridge,GA,"Stockbridge, GA",33.5442781,-84.2338093,1/20/2012,516760
10418,Central Florida State Bank,Belleview,FL,"Belleview, FL",29.0552507,-82.0623105,1/20/2012,71485
10416,Western National Bank,Phoenix,AZ,"Phoenix, AZ",33.4484367,-112.074141,12/16/2011,162872
10415,Premier Community Bank of the Emerald Coast,Crestview,FL,"Crestview, FL",30.7621326,-86.5705084,12/16/2011,125976
10413,Central Progressive Bank,Lacombe,LA,"Lacombe, LA",30.3135288,-89.9431264,11/18/2011,383132
10414,Polk County Bank,Johnston,IA,"Johnston, IA",41.6731523,-93.6973395,11/18/2011,91580
10412,Community Bank of Rockmart,Rockmart,GA,"Rockmart, GA",34.0026005,-85.0416133,11/10/2011,62383
10411,SunFirst Bank,Saint George,UT,"Saint George, UT",37.0802661,-113.5784608,11/4/2011,198081
10410,"Mid City Bank, Inc.",Omaha,NE,"Omaha, NE",41.2587459,-95.9383758,11/4/2011,106075
10409,All American Bank,Des Plaines,IL,"Des Plaines, IL",42.0415823,-87.8873916,10/28/2011,34800
10405,Community Banks of Colorado,Greenwood Village,CO,"Greenwood Village, CO",39.6172101,-104.950814,10/21/2011,1280964
10406,Community Capital Bank,Jonesboro,GA,"Jonesboro, GA",33.5215013,-84.3538128,10/21/2011,165291
10407,Decatur First Bank,Decatur,GA,"Decatur, GA",30.8736613,-84.5740953,10/21/2011,184750
10408,Old Harbor Bank,Clearwater,FL,"Clearwater, FL",27.9658533,-82.8001026,10/21/2011,209048
10402,Country Bank,Aledo,IL,"Aledo, IL",41.199665,-90.7484836,10/14/2011,195034
10403,First State Bank,Cranford,NJ,"Cranford, NJ",40.6584358,-74.2995923,10/14/2011,191852
10401,"Blue Ridge Savings Bank, Inc.",Asheville,NC,"Asheville, NC",35.6009498,-82.5540161,10/14/2011,161430
10404,Piedmont Community Bank,Gray,GA,"Gray, GA",33.0095802,-83.5337816,10/14/2011,198993
10400,Sun Security Bank,Ellington,MO,"Ellington, MO",37.2417147,-90.9687356,10/7/2011,351492
10399,The RiverBank,Wyoming,MN,"Wyoming, MN",45.3363551,-92.9971631,10/7/2011,419723
10398,First International Bank,Plano,TX,"Plano, TX",33.0136764,-96.6925096,9/30/2011,239916
10397,Citizens Bank of Northern California,Nevada City,CA,"Nevada City, CA",39.2615606,-121.0160594,9/23/2011,288765
10396,Bank of the Commonwealth,Norfolk,VA,"Norfolk, VA",36.8448348,-76.2863999,9/23/2011,985096
10395,The First National Bank of Florida,Milton,FL,"Milton, FL",30.6324149,-87.0396881,9/9/2011,296841
10393,CreekSide Bank,Woodstock,GA,"Woodstock, GA",34.1014112,-84.5192192,9/2/2011,102338
10394,Patriot Bank of Georgia,Cumming,GA,"Cumming, GA",34.2073196,-84.1401926,9/2/2011,150751
10390,First Choice Bank,Geneva,IL,"Geneva, IL",41.8875281,-88.3053525,8/19/2011,141016
10391,First Southern National Bank,Statesboro,GA,"Statesboro, GA",32.4490141,-81.7832912,8/19/2011,164599
10392,Lydian Private Bank,Palm Beach,FL,"Palm Beach, FL",26.6279798,-80.4494174,8/19/2011,1700117
10389,Public Savings Bank,Huntingdon Valley,PA,"Huntingdon Valley, PA",40.1226101,-75.0635049,8/18/2011,46818
10388,The First National Bank of Olathe,Olathe,KS,"Olathe, KS",38.8838856,-94.81887,8/12/2011,538091
10387,Bank of Whitman,Colfax,WA,"Colfax, WA",41.6777241,-93.2452335,8/5/2011,548570
10386,Bank of Shorewood,Shorewood,IL,"Shorewood, IL",41.5200305,-88.2017293,8/5/2011,110723
10384,Integra Bank National Association,Evansville,IN,"Evansville, IN",37.9747645,-87.5558483,7/29/2011,1994430
10383,"BankMeridian, N.A.",Columbia,SC,"Columbia, SC",34.0007493,-81.0343313,7/29/2011,232648
10385,Virginia Business Bank,Richmond,VA,"Richmond, VA",37.5385087,-77.43428,7/29/2011,83493
10380,Bank of Choice,Greeley,CO,"Greeley, CO",40.4233142,-104.7091322,7/22/2011,954106
10381,LandMark Bank of Florida,Sarasota,FL,"Sarasota, FL",27.3365805,-82.5308545,7/22/2011,266482
10382,Southshore Community Bank,Apollo Beach,FL,"Apollo Beach, FL",27.7729445,-82.39813752699379,7/22/2011,41252
10379,Summit Bank,Prescott,AZ,"Prescott, AZ",34.5399962,-112.468761,7/15/2011,73066
10376,First Peoples Bank,Port St. Lucie,FL,"Port St. Lucie, FL",27.2939333,-80.3503283,7/15/2011,225035
10377,High Trust Bank,Stockbridge,GA,"Stockbridge, GA",33.5442781,-84.2338093,7/15/2011,180340
10378,One Georgia Bank,Atlanta,GA,"Atlanta, GA",33.7489924,-84.3902644,7/15/2011,177715
10375,Signature Bank,Windsor,CO,"Windsor, CO",38.5471327,-122.8163802,7/8/2011,62518
10373,Colorado Capital Bank,Castle Rock,CO,"Castle Rock, CO",39.3722552,-104.8586826,7/8/2011,665806
10374,First Chicago Bank & Trust,Chicago,IL,"Chicago, IL",41.8755616,-87.6244212,7/8/2011,896864
10372,Mountain Heritage Bank,Clayton,GA,"Clayton, GA",33.5204959,-84.3591713,6/24/2011,103716
10370,First Commercial Bank of Tampa Bay,Tampa,FL,"Tampa, FL",27.9477595,-82.458444,6/17/2011,98624
10371,McIntosh State Bank,Jackson,GA,"Jackson, GA",34.1282559,-83.5753386,6/17/2011,339929
10369,Atlantic Bank and Trust,Charleston,SC,"Charleston, SC",32.7884363,-79.9399309,6/3/2011,208204
10368,First Heritage Bank,Snohomish,WA,"Snohomish, WA",48.0074736,-121.7304882,5/27/2011,173478
10367,Summit Bank,Burlington,WA,"Burlington, WA",40.8126922,-91.1020205,5/20/2011,142729
10366,First Georgia Banking Company,Franklin,GA,"Franklin, GA",34.3678642,-83.2156575,5/20/2011,730981
10365,Atlantic Southern Bank,Macon,GA,"Macon, GA",32.8406946,-83.6324022,5/20/2011,741855
10364,Coastal Bank,Cocoa Beach,FL,"Cocoa Beach, FL",28.3194741,-80.6102592,5/6/2011,129429
10359,Community Central Bank,Mount Clemens,MI,"Mount Clemens, MI",42.5972563,-82.8779754,4/29/2011,451683
10363,The Park Avenue Bank,Valdosta,GA,"Valdosta, GA",30.8327022,-83.2784851,4/29/2011,849409
10361,First Choice Community Bank,Dallas,GA,"Dallas, GA",33.9237141,-84.8407732,4/29/2011,291196
10360,Cortez Community Bank,Brooksville,FL,"Brooksville, FL",28.5552719,-82.3878709,4/29/2011,66282
10362,First National Bank of Central Florida,Winter Park,FL,"Winter Park, FL",28.5977707,-81.3510264,4/29/2011,342079
10354,Heritage Banking Group,Carthage,MS,"Carthage, MS",32.7326356,-89.5361825,4/15/2011,228328
10357,Rosemount National Bank,Rosemount,MN,"Rosemount, MN",44.7391873,-93.12611,4/15/2011,21454
10358,Superior Bank,Birmingham,AL,"Birmingham, AL",33.5206824,-86.8024326,4/15/2011,2977290
10356,Nexity Bank,Birmingham,AL,"Birmingham, AL",33.5206824,-86.8024326,4/15/2011,757574
10355,New Horizons Bank,East Ellijay,GA,"East Ellijay, GA",34.6839746,-84.4727049,4/15/2011,103055
10353,Bartow County Bank,Cartersville,GA,"Cartersville, GA",34.1652304,-84.7997613,4/15/2011,314019
10351,Nevada Commerce Bank,Las Vegas,NV,"Las Vegas, NV",36.1672559,-115.148516,4/8/2011,135064
10352,Western Springs National Bank and Trust,Western Springs,IL,"Western Springs, IL",41.8096132,-87.900671,4/8/2011,186677
